CleanName_version3,CleanTitle_version3,first_appearance,last_appearance,count,dpoh_name_raw
K Hillman,Chief Negotiator,2013-01-18,2013-01-18,1,K Hillman
K Rolland,"Director, Stakeholder Outreach",2018-10-30,2018-10-30,1,K Rolland
K. Mountjoy,Assistant Deputy Minister,2008-07-21,2008-07-21,1,K. Mountjoy
Kabir Bains,Assistant Deputy Minister,2024-09-18,2024-09-18,1,Kabir Bains
Kacie Turner,Program Officer,2021-07-21,2021-10-12,2,Kacie Turner
Kadri Bayan,Policy Advisor,2024-07-18,2024-07-18,1,Kadri Bayan
Kaelyn Van Gardener,Parliamentary Assistant,2024-11-19,2024-11-19,1,Kaelyn Van Gardener
Kahlil Cappuccino,Director,2018-05-23,2019-11-05,9,"Kahlil Cappuccino, Khalil Cappuccino"
Kaila Mintz,Senior Development Policy Officer,2013-05-10,2013-05-10,1,Kaila Mintz
Kaila Rosenhek,Chief of Staff,2022-09-28,2024-11-19,6,Kaila Rosenhek
Kaileigh Richter,Assistant to Member,2014-12-04,2014-12-04,2,Kaileigh Richter
Kailey Fisher,Policy Advisor,2013-12-16,2013-12-16,1,Kailey Fisher
Kaili Lavesque,Deputy Secretary,2024-02-08,2024-02-08,1,Kaili  Lavesque
Kaili Levesque,Assistant Secretary to the Cabinet,2016-02-04,2025-05-25,258,"Kaili   Levesque , Kaili  Levesque, Kaili Levesqu, Kaili Levesque, Kaili Levesque , Kaili Lévesque, Kaili levesque"
Kailie Levesque,"Assistant Secretary, Economic and Regional Development Policy",2021-10-21,2022-03-21,3,Kailie Levesque
Kaillie Levesque,Assistant Deputy Minister,2021-09-28,2021-09-28,1,Kaillie Levesque
Kaireen Patton,Senior Policy Analyst,2022-07-28,2023-09-12,2,Kaireen Patton
Kairi-liis Ustav,Program Officer,2024-02-13,2024-02-13,1,Kairi-Liis Ustav
Kait Alkema,Chief of Staff,2022-09-20,2022-09-20,1,Kait Alkema
Kaitlin Blackhall,"Manager, Strategic Policy",2022-02-21,2024-08-01,6,"Kaitlin  Blackhall, Kaitlin Blackhall"
Katelin Everson,Policy Advisor,2011-06-22,2023-05-30,165,"KATELIN EVERSON, Kaitlin Everson, Katelin Emmerson, Katelin Everson, Kateline Everson, Katelyn Everson"
Kaitlin Heron,Environmental Management Specialist,2024-02-13,2024-02-13,1,Kaitlin Heron
Kaitlin Martin,Policy Analyst,2025-04-14,2025-04-14,1,Kaitlin Martin 
Kaitlin Posselwhite,Policy Analyst,2024-08-01,2024-08-01,1,Kaitlin Posselwhite
Kaitlin Power,Press Secretary,2024-01-25,2025-01-08,4,Kaitlin Power
Kaitlyn Cleary,Director of Policy,2024-07-16,2025-05-27,92,"Kaitlin Creary, Kaitlyn  Cleary, Kaitlyn Cleary"
Kaitlyn Forbes,Policy Advisor,2020-09-01,2022-10-20,34,"Kailtyn Forbes, Kaitlyn  Forbes, Kaitlyn  Forbes , Kaitlyn Forbes, Kaitlyn Forbs"
Kaitlyn Jones,Policy Analyst,2022-10-26,2022-10-26,3,Kaitlyn Jones
Kaitlyn Jonescu,Regional Advisor,2021-05-28,2024-12-17,20,"Kailtlyn Jonescu, Kaitlyn  Jonescu, Kaitlyn Jonescu"
Kaitlyn Kaitlyn,Legal Officer,2015-02-03,2015-02-13,2,Kaitlyn Kaitlyn
Kaitlyn Kaitlyn Pritchard,Legal Officer,2015-02-12,2015-02-12,1,Kaitlyn Kaitlyn Pritchard
Kaitlyn Peters,Ontario Regional Advisor and FedNor Special Assistant,2022-02-22,2024-03-18,27,"Kaitlyn   Peters, Kaitlyn  Peters, Kaitlyn Peters, kaitlyn  peters, kaitlyn peters"
Kaitlyn Prichartd,Trade Program Manager,2025-03-12,2025-03-12,1,Kaitlyn Prichartd
Kaitlyn Pritchard,Legal Officer,2015-02-19,2024-11-20,3,Kaitlyn Pritchard
Kaitlyn Staines,"Regional Advisor, Atlantic and Operations Assistant",2024-03-08,2024-03-08,1,Kaitlyn Staines
Kaitlyn Wendland,"Regional Advisor, Ontario",2023-11-20,2024-06-20,17,"Kaitlyn  Wendland, Kaitlyn Wendland"
Kaiya Jarvis,Hill Assistant,2023-09-11,2023-09-11,1,Kaiya Jarvis
Kajan Ratneswaran,Policy Analyst,2021-04-09,2023-10-25,2,Kajan Ratneswaran
Kala Pendakur,Sector Specialist,2022-06-03,2023-04-14,5,"Kala  Pendakur , Kala Pendakur"
Kaleigh Beauvais,International Development Officer,2024-10-23,2025-05-29,9," Kaleigh Beauvais, Kaleigh Beauvais, Kaleigh Beauvais "
Kalie Hatt-kilburn,Vice President,2022-10-27,2025-02-27,6,"Kali  Hatt-Kilburn, Kali Hatt-Kilburn, Kalie Hatt-Kilburn"
Kali Levesque,Associate Deputy Minister,2021-10-21,2024-12-11,3,"Kali  Levesque, Kali Levesque, Kayli  Levesque"
Kalin Mccluskey,Director of Policy,2012-09-28,2014-03-25,12,Kalin McCluskey
Kalin Mcclusky,Policy Advisor,2012-10-02,2012-10-02,1,Kalin McClusky
Kalli Groot,Senior Industry Development Officer,2023-06-02,2023-06-02,1,Kalli Groot
Kalogerakos Nicholas,Senior Policy Advisor,2014-03-13,2014-03-13,1,Kalogerakos Nicholas
Kalvinder Brar,Director,2020-05-13,2023-01-20,3,Kalvinder Brar
Kalyn Eadie,Advisor,2023-08-11,2023-08-11,1,Kalyn Eadie
Kam Dhanoa,"Regional Manager, Portfolio Management",2024-07-09,2024-07-09,1,Kam Dhanoa
Kamal,Khera,2024-05-09,2024-05-09,1,Minister Kamal
Kamal Khera,Member of Parliament,2016-01-21,2025-06-01,246,"Hon. Kamal Khera , Kamal Kera, Kamal Khera, Kamal Khera MP, Kamel Khera, Khamal Khera, Minister Kamal Khera"
Kamal Kiera,Parliamentary Secretary,2016-05-10,2016-05-10,1,Kamal Kiera
Kamal Laghzaoui,Meat and Meat Products Export Specialist,2015-05-28,2015-05-28,1,Kamal Laghzaoui
Kamie Currie,"Senior Business Officer, Community Initiatives (North), Alberta Region",2023-02-21,2023-02-21,1,Kamie Currie
Kamiel Gabriel,Assistant Deputy Minister,2010-01-14,2010-01-14,1,Kamiel Gabriel
Kamron Bajwa,Constituency Assistant,2016-07-11,2016-07-11,1,Kamron Bajwa
Kanchana Amaratunga,Public Health Medical Advisor,2025-05-01,2025-05-01,1,Kanchana Amaratunga
Kandice Leonard,Regional Director General,2023-11-22,2025-02-20,2,Kandice Leonard
Kandice Morrison,"Director, Community and Economic Development",2012-04-24,2023-11-06,2,Kandice Morrison
Kannika Mcgrath,Program Officer,2022-03-18,2022-05-11,2,Kannika McGrath
Kanwal Kochar,Director General,2019-02-04,2020-07-31,2,Kanwal Kochar
Kanwal Kochhar,Executive Director,2010-03-29,2024-08-27,18,Kanwal Kochhar
Kanwaljeet Dewan,Deputy Director,2023-09-28,2023-09-28,1,Kanwaljeet Dewan
Kara Beckles,Executive Director,2019-01-28,2024-09-12,4,Kara Beckles
Kara Emberson,Parliamentary Assistant,2019-11-26,2024-05-01,5,Kara Emberson
Kara Korajian,Parliamentary Assistant,2015-05-22,2015-05-22,1,Kara Korajian
Kara Mitchell,Advisor,2017-04-19,2025-02-04,8,Kara Mitchell
Kara Sherrard,"Director, Outreach and Marketing",2021-05-20,2023-09-03,3,Kara Sherrard
Kara Thompson,Policy Analyst,2025-01-16,2025-01-16,1,Kara Thompson
Kara Vlasman,Senior Policy Analyst,2017-10-19,2017-10-19,1,Kara Vlasman
Karam Chima,"Special Assistant, Parliamentary Affairs",2022-01-11,2024-02-14,9,"Karam  Chima, Karam  Chima , Karam Chima"
Karel Allard,Protected Areas Coordinator,2023-10-31,2024-04-03,2,Karel Allard
Karen Austin,"Deputy Director, Social Empowerment",2021-06-04,2025-04-25,4,"Karen  Austin, Karen Austin"
Karen Badgerow,"Senior Vice President, Insurance and Risk Assessment",2015-02-19,2015-03-11,2,Karen Badgerow
Karen Bronsard,Director,2022-09-16,2023-12-11,7,Karen Bronsard
Karen Butcher,Director General,2018-09-10,2020-08-19,3,Karen Butcher
Karen Cahill,Assistant Secretary,2023-08-30,2023-08-30,1,Karen Cahill
Karen Calla,Regional Director,2021-03-26,2021-03-26,1,Karen Calla
Karen Campbell,Director General,2021-01-13,2025-02-28,15,"Karen  Campbell, Karen Campbell"
Karen Clark Verbinsky,Assistant Director,2018-11-29,2018-11-29,1,Karen Clark Verbinsky
Karen Cleary,Legislative Assistant,2017-04-04,2017-04-04,1,Karen Cleary
Karen Corkery,Executive Director,2009-06-09,2014-10-14,32,"Karen Corbey, Karen Corkery, Karen Corkey"
Karen Costello,"Director, Resource Management",2014-03-04,2015-04-02,2,Karen Costello
Karen Cumberland,Senior Advisor to the Director General,2019-04-29,2021-01-15,5,Karen Cumberland
Karen Davison,Senior Science Advisor,2014-05-22,2014-05-22,1,Karen Davison
Karen Dodds,Assistant Deputy Minister,2008-12-23,2016-03-24,73,"Dr. Karen Dodds, Dr. Karen Dodds, PhD, Karen Dodds, Karen L. Dodds"
Karen Durnford-mcintosh,Director General,2022-09-16,2024-01-23,2,Karen Durnford-McIntosh
Karen E. Shepherd,Commissioner of Lobbying,2010-06-29,2010-06-29,1,Karen E. Shepherd
Karen Ellis,Associate Deputy Minister,2011-02-23,2015-11-18,51,"Karen Ellis, karen ellis"
Karen Feeley,Executive Assistant,2013-09-05,2013-09-05,1,Karen Feeley
Karen Fogwill,Program Manager,2023-06-08,2023-06-12,2,Karen Fogwill
Karen Fortin,Director,2023-03-27,2024-05-08,5,"Karen Fortin, Karl Fortin"
Karen Gaumond,Senior Policy Analyst,2016-03-03,2016-03-11,2,Karen Gaumond
Karen Gill,Parliamentary Assistant,2017-10-16,2022-04-25,5,Karen Gill
Karen Grimsrud,Senior Medical Advisor,2010-06-29,2010-06-29,1,Karen Grimsrud
Karen Hall,Assistant Deputy Minister,2017-10-25,2025-03-28,26,"Karen  Hall , Karen Hall"
Karen Harracksingh,Assistant Chief of Staff,2017-01-20,2021-06-03,2,Karen Harracksingh
Karen Hodgson,Deputy Director,2017-08-17,2018-05-09,6,Karen Hodgson
Karen Hogan,Auditor General of Canada,2021-04-07,2024-04-10,4,Karen Hogan
Karen Jackson,Associate Deputy Minister,2008-09-09,2010-09-30,10,Karen Jackson
Karen Jans,"Field Unit, Prince Edward Island",2021-02-23,2021-02-23,1,Karen Jans
Karen Jensen,"Commissioner, Pay Equity",2019-12-11,2022-10-28,31,"Karen Jensen, Karen Jenson"
Karen Kastner,Vice President,2019-05-01,2021-03-18,4,"Karen Kastner, karen Kastner"
Karen Kennedy,Senior Trade Commissioner,2012-07-06,2024-06-19,4,"KAREN KENNEDY, Karen Kennedy"
Karen Kinsley,President,2008-11-17,2013-02-14,8,Karen Kinsley
Karen Kusch,Senior Policy Advisor,2014-05-08,2021-03-30,2,Karen Kusch
Karen L. Shaver,Legal Counsel,2012-07-26,2012-07-26,1,Karen L. Shaver
Karen Lahay,Senior Economist,2018-03-01,2022-07-15,10,"Karen LaHay, Karen Lahay"
Karen Leibovici,Director,2023-11-28,2023-11-28,1,Karen Leibovici
Karen Lloyd,Director General,2008-10-20,2008-10-20,1,Karen Lloyd
Karen Louise Vecchio,Member of Parliament,2016-02-02,2016-02-02,1,Karen Louise Vecchio
Karen Ludwig,Member of Parliament,2015-11-07,2019-07-16,94,Karen Ludwig
Karen M. Moore,Senior Counsel,2009-02-05,2009-02-05,1,Karen M. Moore
Karen Macarthur,Ambassador of Canada to Myanmar,2015-02-20,2018-05-31,3,Karen MacArthur
Karen Macdonald,Senior Special Assistant,2009-05-06,2009-05-06,1,Karen MacDonald
Karen Mccallum,Senior Data Analyst,2021-06-23,2021-06-23,1,Karen McCallum
Karen Mccrimmon,Member of Parliament,2015-11-16,2021-07-28,223,"Karen MCCrimmon, Karen Macrimmon, Karen McCrimmon, Karen McCrimmon, M.P., Karen McCrmmon, Karen McRimmon, Karen Mccrimmon, karen McCrimmon, karen mccrimmon"
Karen Mcintyre,Director General,2015-04-09,2023-02-28,68,"Karen MacIntyre, Karen McIntryre, Karen McIntyre, Karent McIntyre"
Korey Mckinnon,Director,2017-03-31,2024-11-21,12,"Karen McKinnon, Korey McKinnon, Korey McKinnon , Korey Mckinnon"
Karen Mclean,"Technical Unit Head, CMER",2024-04-23,2024-10-29,2,Karen McLean
Karen Mihorean,Director General,2014-10-02,2018-12-06,7,Karen Mihorean
Karen Mollica,"Director, Strategic Planning, Operations and Policy Division",2022-02-01,2022-02-01,1,Karen Mollica
Karen Mosher,Secretary General,2010-02-18,2010-02-18,1,Karen Mosher
Karen Okahori,"Scheduling Assistant to the Director General, Regional",2016-10-28,2016-10-28,1,Karen Okahori
Karen Plourde,"Senior Director, Analysis and Regulatory Approvals Directorate",2017-04-04,2017-04-04,1,Karen Plourde
Karen Redman,Member of Parliament,2008-07-27,2008-07-27,1,Karen Redman
Karen Reynolds,Executive Director,2017-02-23,2024-09-25,16,Karen Reynolds
Karen Robertson,Chief Financial Officer and Senior Assistant Deputy Minister,2021-06-18,2022-06-20,2,Karen Robertson
Karen Schwerdtfeger,Senior Policy Advisor to Assistant Deputy Minister,2012-02-07,2013-03-21,4,Karen Schwerdtfeger
Karen Serne,Civilian Member,2013-05-13,2013-05-13,1,Karen Serne
Karen Shepherd,Commissioner of Lobbying,2015-05-12,2018-04-27,7,Karen Shepherd
Karen Sheppard,Lobbying Commissioner,2011-11-23,2011-11-23,1,Karen Sheppard
Karen Skinner,"Vice President, Newfoundland and Labrador Region",2018-01-29,2022-01-28,15,Karen Skinner
Karen Sorensen,Senator,2021-10-18,2025-05-05,170,"Hon. Karen Sorensen, Karen  Sorensen, Karen  Sorenson, Karen Sorensen, Karen Sorenson, Karen Sorrenson"
Karen Stothers,"Senior Director, Accounting",2016-04-05,2016-04-05,1,Karen Stothers
Karen Trujillo,Senior Account Director,2018-09-25,2018-09-25,1,Karen Trujillo
Karen Tso,Deputy Director,2021-01-28,2021-02-18,4,Karen Tso
Karen Turcotte,Director General,2019-06-19,2019-06-19,1,Karen Turcotte
Karen Vecchio,Member of Parliament,2016-02-04,2025-03-27,573,"Karen  Vecchio, Karen  Vecchio , Karen Vecchio, Karen Veccio, Karen Vechio, karen Vecchio, karen vecchio"
Karen Waite,Senior Policy Advisor,2022-07-05,2022-07-05,1,Karen Waite
Karen Walton,Senior Director,2022-11-02,2022-11-02,1,Karen Walton
Karen Watson,Senior Project Manager,2024-09-18,2024-10-16,6,Karen Watson
Karen Wilson,Executive Assistant,2018-06-26,2018-07-05,3,Karen Wilson
Karen Wolfrey,Newfoundland East Field Unit,2021-02-23,2021-02-23,1,Karen Wolfrey
Karen Ziezold,Sergeant,2013-05-13,2013-05-13,1,Karen Ziezold
Karenne Bourgault,Manager,2023-10-13,2024-03-05,6,Karenne Bourgault
Kari Wolanski,Acting Director,2021-11-23,2022-02-24,2,Kari Wolanski
Karie Petz,Administrative Advisor,2020-10-14,2021-12-08,5,Karie Petz
Karim Amlani,Commerce Officer,2013-09-06,2013-09-06,1,Karim Amlani
Karim Bardeesy,Member of Parliament,2025-06-11,2025-06-11,1,Karim Bardeesy
Karim Mahmud,Director,2023-11-28,2023-11-28,1,Karim Mahmud
Karim Morcos,"Director, Israel, West Bank, Gaza",2011-10-13,2025-04-02,4,"Karim  Morcos, Karim Morcos"
Karim Virani,Director General,2024-02-20,2025-02-28,3,"Karim  Virani, Karim Virani, Karim Virani "
Karima Bakka,Policy Analyst,2023-09-07,2023-09-07,1,Karima Bakka
Karin Aprahamian,Officer,2020-07-16,2020-08-17,2,Karin Aprahamian
Karina Belzile,Deputy Director,2020-02-05,2022-06-15,2,"Karina Belzile, Karina Belzlie"
Karina Gould,Member of Parliament,2016-01-09,2025-05-27,381,"Hon. Karina Gould, Karina  Gould, Karina  Gould , Karina Gould, Karina Gould, M.P., The Hon Karina Gould, The Honourable Karina  Gould, P.C., M.P. , The Honourable Karina Gould, karina gould"
Karina Rolland,"Manager, Stakeholder Relations",2018-07-19,2021-08-13,194,"KARINA ROLLAND, Karina Roland, Karina Rolland, Katrina Rolland, karina Rolland"
Karina Roland-sardana,"Advisor, Stakeholder Relations to the Opposition Leader",2018-07-25,2019-05-02,4,Karina Roland-Sardana
Karina Rolland-sardana,Stakeholder Relations Advisor,2018-05-01,2019-08-28,72,"Karina Rolland Sardana, Karina Rolland-Sandara, Karina Rolland-Sardana"
Karine Aprahamian,Parliamentary Affairs Advisor,2020-02-18,2024-11-25,8,"Karine Aprahamian, Kariné Aprahamian"
Karine Asselin,Ambassador of Canada to Greece and High Commissioner to Cyprus,2024-10-08,2024-10-08,1,Karine Asselin
Karine Cazorla,Policy Lead,2024-03-27,2024-03-27,1,Karine Cazorla
Karine Duffy,Strategic Advisor to the Director General,2021-04-21,2021-04-21,1,Karine Duffy
Karine Duhamel,Director,2024-02-06,2024-06-26,3,"Karine Dahumel, Karine Duhamel"
Karine Dupont,Administrative Assistant,2021-08-16,2021-08-16,1,Karine Dupont
Karine Fortin,Director of Communications,2012-12-03,2014-08-12,10,Karine Fortin
Karine Goneau-lessard,Director,2017-05-29,2017-05-29,1,Karine Goneau-Lessard
Karine Lajoie,Executive Assistant,2025-03-31,2025-03-31,1,Karine Lajoie
Karine Lavertu,"Unit Head, LCA and Data Hub",2019-01-31,2024-05-29,9,Karine Lavertu
Karine Leclerc,Parliamentary Affairs Advisor,2020-02-20,2020-02-20,1,Karine Leclerc
Karine Leroux,Advisor,2018-01-31,2018-01-31,1,Karine Leroux
Karine Morin,"Manager, Publisher Support",2023-10-20,2024-04-22,2,Karine Morin
Karine Peloffy,"Advisor, Parliamentary and Legal Affairs",2020-02-20,2023-05-18,6,"Karine Peloffy, Karine Péloffy"
Karine Rodrigue,Advisor,2024-06-07,2025-05-07,5,Karine Rodrigue
Karine Sahakian,Constituency Assistant,2023-01-25,2023-01-25,1,Karine Sahakian
Karine Trudel,Member of Parliament,2016-01-05,2019-05-06,43,"KARINE TRUDEL, Karine Trudel"
Karishma Boroowa,Director,2023-02-24,2024-09-06,22,"Karisha Boroowa, Karishma  Boroowa, Karishma Baroowa, Karishma Boroowa"
Karissa Smith,Policy Analyst,2024-12-10,2025-03-18,2,Karissa Smith
Karl Abraham,"Chief Engineer, Electricity and Combustion",2016-05-19,2025-02-26,72,"Karl Abraham, karl Abraham"
Karl Belanger,Principal Secretary,2012-05-08,2016-05-02,29,"Karl Belanger, Karl Bélanger, Kate Belanger"
Karl Blume,Counsel,2020-10-22,2020-10-22,1,Karl Blume
Karl Carisse,Senior Director,2011-02-10,2013-10-11,7,Karl Carisse
Karl Dupuis,Deputy Director,2009-02-26,2022-05-25,27,Karl Dupuis
Karl El-koura,"Manager, Planning and Engagement Division",2011-10-26,2011-10-26,1,Karl El-Koura
Karl Gagne,Program Manager,2010-09-23,2012-05-10,2,Karl Gagné
Karl Harietta,Chief of Staff,2024-02-06,2024-02-06,1,Karl Harietta
Karl Lamirande,"Manager, Newspaper Policy",2018-02-07,2023-10-04,5,Karl Lamirande
Karl Mcquillan,Vice President,2023-01-11,2023-03-29,3,"Karl  McQuillan, Karl McQuillan"
Karl Michelazzi,Trade Policy Analyst,2015-06-03,2015-06-03,1,Karl Michelazzi
Karl Rassmussen,Director,2024-08-14,2024-08-14,1,Karl Rassmussen
Karl Reckziegel,"Vice President, Funds and Co-Investments",2017-11-03,2017-11-03,1,Karl Reckziegel
Karl Sasseville,Deputy Chief of Staff,2017-07-13,2022-09-08,38,"Karl Sasseville, Karl Sassville"
Karl Tee,"Manager, Economic Development",2021-02-02,2021-02-02,1,Karl Tee
Karl Van Kessel,"Policy Advisor, Economic and Regional Development",2020-10-16,2021-07-09,2,Karl Van Kessel
Karl W. Sasseville,Press Attaché,2017-04-11,2017-04-11,2,Karl W. Sasseville
Karla Baker,Policy Analyst,2023-05-04,2023-05-04,1,Karla  Baker
Karla Barnes,Policy Advisor,2012-09-06,2015-10-06,135,"KARLA BARNES, Karla Barnes, Karla Barns, Karla barnes"
Karla Currie,Manager,2022-12-21,2022-12-21,1,Karla Currie
Karla House,Policy Advisor,2008-07-08,2015-01-23,139,"KARLA HOUSE, Karla Haus, Karla Hause, Karla House, karla House"
Karla Heath,Senior Advisor,2023-06-15,2024-05-21,3,Karla Heath
Karlena Koot,Staffer,2018-06-20,2019-05-06,5,Karlena Koot
Karly Wittet,Assistant,2013-01-15,2018-01-23,6,Karly Wittet
Karmen Osborne,Senior Program Officer,2024-06-13,2024-06-13,1,Karmen Osborne
Karolee Stevens,Deputy Director,2013-09-11,2015-07-10,7,Karolee Stevens
Karolina Guay,Ambassador,2025-05-13,2025-05-13,1,Karolina Guay
Karolina Todorovic,"Director, Strategic Innovation Fund",2025-01-22,2025-01-22,1,Karolina Todorovic
Karra-lee Gerrits,"Counsellor, Commercial",2016-04-15,2016-04-15,1,Karra-Lee Gerrits
Kartik Krishnan,"Senior Specialist, Strategy, Product and Risk Management",2024-07-31,2024-07-31,1,Kartik  Krishnan
Kash Ram,Director General,2008-12-02,2014-10-05,16,"KASH RAM, Kash Ram"
Kasha Piquette,Deputy Minister,2023-07-04,2023-07-04,1,Kasha Piquette
Kasi Mcmicking,Associate Assistant Deputy Minister,2009-04-28,2025-05-29,44,"Kasi  McMicking, Kasi McMicking, Kasi Mcmicking, Kasi mcmicking"
Kasia Adamiec,Analyst,2024-10-29,2024-10-29,1,Kasia Adamiec
