raw name,cleaned name,first_appearance,last_appearance,count,title
Ted Hsu,Ted Hsu,2011-06-14,2015-06-09,112,Member of Parliament
Ted Lakin,Ted Lakin,2013-03-04,2013-03-04,1,Policy Advisor
Ted Laking,Ted Laking,2010-05-06,2015-07-24,42,Policy Advisor
Ted Menzie,Ted Menzies,2012-03-14,2012-03-14,1,"Minister of State, Finance"
Ted Menzies,Ted Menzies,2008-11-25,2013-11-05,194,"Minister of State, Finance"
Ted Menzues,Ted E Menzies,2011-09-20,2011-09-20,1,"Minister of State, Finance"
Ted Opitz,Ted Opitz,2009-06-03,2015-02-24,66,Member of Parliament
Ted Optiz,Ted Opitz,2011-10-20,2013-11-07,6,Member of Parliament
Ted Pidgeon,Ted Pidgeon,2009-07-06,2009-07-17,4,Deputy Director
Ted Price,Ted Price,2008-09-08,2013-04-29,25,Assistant Superintendent
Ted Reinhardt,Ted Reinhardt,2015-06-03,2015-06-03,1,Deputy Chief Information Officer
Ted Staffen,Ted Staffen,2012-12-04,2012-12-12,2,"Director of Regional Affairs, Yukon"
Ted Summers,Ted Summers,2012-06-11,2012-06-11,1,Evaluation Manager
Ted Tsu,Ted Hsu,2011-12-08,2012-08-30,2,Member of Parliament
Teddy Markey,Teddy Markey,2017-05-18,2021-03-23,9,Chief of Staff
Teeple Kate,Teeple Kate,2017-02-08,2017-02-08,1,"Manager, Strategic Priorities"
Tenzin Chogkyi,Tenzin Chogkyi,2021-03-05,2022-05-11,3,"Regional Desk, West and North"
Tenzin Kangzar,Tenzin Kangzar,2013-09-13,2013-09-13,1,Assistant
Tenzin Khangar,Tenzin Khangsar,2012-06-08,2012-06-08,1,Chief of Staff
Tenzin Khangasar,Tenzin Khangasar,2009-07-14,2009-07-14,1,"Director, Multiculturalism"
Tenzin Khangsar,Tenzin Khangsar,2009-01-29,2012-09-20,26,Chief of Staff
Tenzin Wangmo,Tenzin Wangmo,2017-05-29,2017-05-29,1,Constituency Assistant
Teo Owen,Teo Owen,2020-09-14,2020-09-14,1,"Director, Strategic Integration"
